id,listing_id,unit_id,updated_at
543038474,18010221,UN0890,2019-10-06 4:09:31
543038476,18112721,UN0896,2019-10-06 4:09:31
543038477,21989057,UN0898,2019-10-06 4:09:31
543038478,21235086,UN0899,2019-10-06 4:09:31
543038479,22296826,UN0899,2019-10-06 4:09:31
543038480,22283183,UN0900,2019-10-06 4:09:31
543038481,35042709,UN0900,2019-10-06 4:09:31
543038482,22311612,UN0901,2019-10-06 4:09:31
543038483,22313923,UN0902,2019-10-06 4:09:31
543038484,22521400,UN0903,2019-10-06 4:09:31
543038485,23472693,UN0904,2019-10-06 4:09:31
543038486,21258060,UN0907,2019-10-06 4:09:31
543038487,22805933,UN0907,2019-10-06 4:09:31
543038488,21282484,UN0908,2019-10-06 4:09:31
543038489,21257341,UN0909,2019-10-06 4:09:31
543038490,22807013,UN0909,2019-10-06 4:09:31
543038491,21257767,UN0910,2019-10-06 4:09:31
543038496,22005328,UN0913,2019-10-06 4:09:31
543038497,22005979,UN0914,2019-10-06 4:09:31
543038498,21176743,UN0915,2019-10-06 4:09:31
543038499,21167223,UN0916,2019-10-06 4:09:31
543038500,21157890,UN0917,2019-10-06 4:09:31
543038501,21505986,UN0918,2019-10-06 4:09:31
543038502,21493471,UN0920,2019-10-06 4:09:31
543038503,21585427,UN0928,2019-10-06 4:09:31
543038504,16383142,UN0930,2019-10-06 4:09:31
