id,listing_id,unit_id,updated_at
543038505,16771184,UN0930,2019-10-06 4:09:31
543038506,21492757,UN0931,2019-10-06 4:09:31
543038507,21511294,UN0932,2019-10-06 4:09:31
543038508,21585580,UN0935,2019-10-06 4:09:31
543038510,18832393,UN0937,2019-10-06 4:09:31
543038511,20182724,UN0938,2019-10-06 4:09:31
543038512,20201343,UN0938,2019-10-06 4:09:31
543038513,16482581,UN0939,2019-10-06 4:09:31
543038514,16488242,UN0939,2019-10-06 4:09:31
543038515,23615492,UN0946,2019-10-06 4:09:31
543038516,25644247,UN0947,2019-10-06 4:09:31
543038517,23865131,UN0948,2019-10-06 4:09:31
543038518,25489537,UN0949,2019-10-06 4:09:31
543038519,25385242,UN0950,2019-10-06 4:09:31
543038520,20156110,UN0951,2019-10-06 4:09:31
543038521,20178465,UN0951,2019-10-06 4:09:31
543038522,20179124,UN0955,2019-10-06 4:09:31
543038523,20198265,UN0955,2019-10-06 4:09:31
543038524,20198464,UN0956,2019-10-06 4:09:31
543038525,17613643,UN0967,2019-10-06 4:09:31
543038526,17612646,UN0968,2019-10-06 4:09:31
543038527,17390322,UN0969,2019-10-06 4:09:31
543038528,17306396,UN0970,2019-10-06 4:09:31
543038529,17627884,UN0970,2019-10-06 4:09:31
543038530,18127404,UN0970,2019-10-06 4:09:31
543038531,18829665,UN0971,2019-10-06 4:09:31
543038532,17613722,UN0973,2019-10-06 4:09:31
543038533,21284222,UN0974,2019-10-06 4:09:31
543038535,21257236,UN0977,2019-10-06 4:09:31
543038536,21208336,UN0978,2019-10-06 4:09:31
543038537,21209005,UN0978,2019-10-06 4:09:31
543038538,23207816,UN0979,2019-10-06 4:09:31
543038539,23207592,UN0980,2019-10-06 4:09:31
543038540,23173304,UN0981,2019-10-06 4:09:31
543038541,23151092,UN0982,2019-10-06 4:09:31
543038542,23208199,UN0984,2019-10-06 4:09:31
543038543,23208059,UN0985,2019-10-06 4:09:31
543038544,23208328,UN0985,2019-10-06 4:09:31
543038545,11851494,UN0986,2019-10-06 4:09:31
543038546,16474001,UN0986,2019-10-06 4:09:31
543038547,9043145,UN0986,2019-10-06 4:09:31
543038548,9043217,UN0986,2019-10-06 4:09:31
543038550,11941238,UN0987,2019-10-06 4:09:31
543038551,9240519,UN0987,2019-10-06 4:09:31
543038552,11445276,UN0988,2019-10-06 4:09:31
543038553,14046491,UN0988,2019-10-06 4:09:31
543038554,16471824,UN0988,2019-10-06 4:09:31
543038556,9035833,UN0988,2019-10-06 4:09:31
543038557,9123089,UN0988,2019-10-06 4:09:31
543038558,9383407,UN0988,2019-10-06 4:09:31
543038559,19103206,UN0989,2019-10-06 4:09:31
543038560,11446028,UN0990,2019-10-06 4:09:31
543038562,21757596,UN0990,2019-10-06 4:09:31
543038563,19105444,UN0991,2019-10-06 4:09:31
543038564,19104802,UN0992,2019-10-06 4:09:31
543038565,19122548,UN0992,2019-10-06 4:09:31
543038566,24025077,UN0992,2019-10-06 4:09:31
543038567,24067591,UN0993,2019-10-06 4:09:31
543038568,17684889,UN0994,2019-10-06 4:09:31
543038569,14972523,UN0995,2019-10-06 4:09:31
543038570,2404467,UN0995,2019-10-06 4:09:31
543038571,21115073,UN0996,2019-10-06 4:09:31
543038572,21416287,UN0997,2019-10-06 4:09:31
543038573,21600619,UN0998,2019-10-06 4:09:31
543038574,21586181,UN0999,2019-10-06 4:09:31
543038576,2742860,UN1000,2019-10-06 4:09:31
543038577,274286002,UN1000,2019-10-06 4:09:31
543038578,21097175,UN1001,2019-10-06 4:09:31
543038579,274286003,UN1001,2019-10-06 4:09:31
543038581,274286004,UN1002,2019-10-06 4:09:31
543038582,21127598,UN1003,2019-10-06 4:09:31
543038585,274286001,UN1005,2019-10-06 4:09:31
543038586,21421910,UN1006,2019-10-06 4:09:31
543038587,21430906,UN1007,2019-10-06 4:09:31
543038588,21376495,UN1008,2019-10-06 4:09:31
543038590,25490239,UN1011,2019-10-06 4:09:31
543038591,274286005,UN1012,2019-10-06 4:09:31
543038594,21427411,UN1015,2019-10-06 4:09:31
543038595,274286006,UN1015,2019-10-06 4:09:31
543038597,25642322,UN1017,2019-10-06 4:09:31
543038598,14525501,UN1019,2019-10-06 4:09:31
543038599,12906092,UN1020,2019-10-06 4:09:31
543038600,13329006,UN1020,2019-10-06 4:09:31
543038601,14656096,UN1020,2019-10-06 4:09:31
543038602,17677044,UN1020,2019-10-06 4:09:31
543038603,17674087,UN1021,2019-10-06 4:09:31
543038604,22171426,UN1023,2019-10-06 4:09:31
543038605,22168554,UN1025,2019-10-06 4:09:31
543038606,22470873,UN1026,2019-10-06 4:09:31
543038607,22171267,UN1028,2019-10-06 4:09:31
543038608,10159494,UN1029,2019-10-06 4:09:31
543038609,11483623,UN1029,2019-10-06 4:09:31
543038611,5056837,UN1029,2019-10-06 4:09:31
543038613,5056819,UN1030,2019-10-06 4:09:31
543038614,12459549,UN1031,2019-10-06 4:09:31
543038616,16382988,UN1031,2019-10-06 4:09:31
543038617,5056801,UN1031,2019-10-06 4:09:31
543038620,5056836,UN1032,2019-10-06 4:09:31
543038621,22455644,UN1033,2019-10-06 4:09:31
543038622,21255919,UN1035,2019-10-06 4:09:31
543038623,20890384,UN1042,2019-10-06 4:09:31
543038624,20890895,UN1042,2019-10-06 4:09:31
543038625,21082053,UN1042,2019-10-06 4:09:31
543038626,23514512,UN1042,2019-10-06 4:09:31
543038628,23009463,UN1044,2019-10-06 4:09:31
543038629,23982720,UN1045,2019-10-06 4:09:31
543038632,23046830,UN1050,2019-10-06 4:09:31
543038634,20909525,UN1053,2019-10-06 4:09:31
543038640,20217990,UN1060,2019-10-06 4:09:31
543038643,20217721,UN1062,2019-10-06 4:09:31
543038651,22130525,UN1082,2019-10-06 4:09:31
543038652,22413541,UN1091,2019-10-06 4:09:31
543038653,11421165,UN1093,2019-10-06 4:09:31
543038654,12664160,UN1094,2019-10-06 4:09:31
543038655,19596632,UN1094,2019-10-06 4:09:31
543038656,19832646,UN1094,2019-10-06 4:09:31
543038657,12635719,UN1095,2019-10-06 4:09:31
543038658,13269697,UN1097,2019-10-06 4:09:31
543038659,1967296,UN1097,2019-10-06 4:09:31
543038660,926320,UN1098,2019-10-06 4:09:31
543038661,12636197,UN1104,2019-10-06 4:09:31
543038663,6163975,UN1106,2019-10-06 4:09:31
543038665,12636880,UN1108,2019-10-06 4:09:31
543038666,12715229,UN1108,2019-10-06 4:09:31
543038667,15168288,UN1110,2019-10-06 4:09:31
543038668,12637597,UN1115,2019-10-06 4:09:31
543038670,13317775,UN1115,2019-10-06 4:09:31
543038671,18105172,UN1115,2019-10-06 4:09:31
543038673,6433400,UN1115,2019-10-06 4:09:31
543038675,6758275,UN1115,2019-10-06 4:09:31
543038677,870985,UN1115,2019-10-06 4:09:31
543038679,9551107,UN1115,2019-10-06 4:09:31
543038682,14480860,UN1116,2019-10-06 4:09:31
543038683,6378652,UN1116,2019-10-06 4:09:31
543038684,6668090,UN1116,2019-10-06 4:09:31
543038685,6771655,UN1116,2019-10-06 4:09:31
543038686,21731691,UN1118,2019-10-06 4:09:31
543038691,21886281,UN1122,2019-10-06 4:09:31
543038692,22836234,UN1123,2019-10-06 4:09:31
543038693,22180376,UN1124,2019-10-06 4:09:31
543038694,22835790,UN1126,2019-10-06 4:09:31
543038695,23048440,UN1127,2019-10-06 4:09:31
543038697,23049304,UN1129,2019-10-06 4:09:31
543038700,4935150,UN1132,2019-10-06 4:09:31
543038703,326217505,UN1135,2019-10-06 4:09:31
543038705,326217504,UN1136,2019-10-06 4:09:31
543038707,25521794,UN1137,2019-10-06 4:09:31
543038708,326217503,UN1137,2019-10-06 4:09:31
543038711,326217502,UN1138,2019-10-06 4:09:31
543038713,326217501,UN1139,2019-10-06 4:09:31
543038719,20628050,UN1144,2019-10-06 4:09:31
543038722,21970018,UN1146,2019-10-06 4:09:31
543038723,21969861,UN1148,2019-10-06 4:09:31
543038724,20983908,UN1151,2019-10-06 4:09:31
543038725,20625723,UN1152,2019-10-06 4:09:31
543038726,20577880,UN1154,2019-10-06 4:09:31
543038727,20578404,UN1154,2019-10-06 4:09:31
543038728,20579425,UN1154,2019-10-06 4:09:31
543038729,20608916,UN1154,2019-10-06 4:09:31
543038730,20612145,UN1154,2019-10-06 4:09:31
543038731,20775549,UN1154,2019-10-06 4:09:31
543038732,22441972,UN1155,2019-10-06 4:09:31
543038739,24380776,UN1160,2019-10-06 4:09:31
543038745,18737467,UN1166,2019-10-06 4:09:31
543038746,21416093,UN1166,2019-10-06 4:09:31
543038747,19303362,UN1168,2019-10-06 4:09:31
543038748,12137138,UN1169,2019-10-06 4:09:31
543038751,13336038,UN1170,2019-10-06 4:09:31
543038752,13725417,UN1170,2019-10-06 4:09:31
543038755,12739870,UN1172,2019-10-06 4:09:31
543038762,4888655,UN1175,2019-10-06 4:09:31
543038763,12059126,UN1176,2019-10-06 4:09:31
543038764,20973956,UN1176,2019-10-06 4:09:31
543038765,17612545,UN1177,2019-10-06 4:09:31
543038766,21805698,UN1178,2019-10-06 4:09:31
543038767,16987575,UN1179,2019-10-06 4:09:31
543038768,17177131,UN1180,2019-10-06 4:09:31
543038769,16988156,UN1181,2019-10-06 4:09:31
543038770,18315368,UN1181,2019-10-06 4:09:31
543038772,12158988,UN1183,2019-10-06 4:09:31
543038773,1336971,UN1183,2019-10-06 4:09:31
543038774,133697101,UN1183,2019-10-06 4:09:31
543038777,5473338,UN1183,2019-10-06 4:09:31
543038778,15029509,UN1186,2019-10-06 4:09:31
543038779,19215448,UN1186,2019-10-06 4:09:31
543038780,19236613,UN1186,2019-10-06 4:09:31
543038781,16221302,UN1187,2019-10-06 4:09:31
543038782,19187107,UN1188,2019-10-06 4:09:31
543038783,14782367,UN1189,2019-10-06 4:09:31
543038784,19183786,UN1189,2019-10-06 4:09:31
543038785,19184552,UN1189,2019-10-06 4:09:31
543038788,9952522,UN1195,2019-10-06 4:09:31
543038789,24759911,UN1196,2019-10-06 4:09:31
543038790,26950889,UN1197,2019-10-06 4:09:31
543038791,25358023,UN1198,2019-10-06 4:09:31
543038792,21031194,UN1202,2019-10-06 4:09:31
543038793,21819094,UN1202,2019-10-06 4:09:31
543038794,128496506,UN1203,2019-10-06 4:09:31
543038795,15400800,UN1203,2019-10-06 4:09:31
543038797,5854059,UN1203,2019-10-06 4:09:31
543038801,5056791,UN1205,2019-10-06 4:09:31
543038802,5541911,UN1205,2019-10-06 4:09:31
543038805,8044044,UN1206,2019-10-06 4:09:31
543038806,10758466,UN1207,2019-10-06 4:09:31
543038807,18587268,UN1208,2019-10-06 4:09:31
543038808,18675866,UN1208,2019-10-06 4:09:31
543038809,16885857,UN1209,2019-10-06 4:09:31
543038810,17142710,UN1209,2019-10-06 4:09:31
543038811,18639739,UN1211,2019-10-06 4:09:31
543038812,9874864,UN1212,2019-10-06 4:09:31
543038814,22168530,UN1214,2019-10-06 4:09:31
543038815,22180047,UN1215,2019-10-06 4:09:31
543038816,22180175,UN1216,2019-10-06 4:09:31
543038817,33081438,UN1216,2019-10-06 4:09:31
543038818,11911800,UN1217,2019-10-06 4:09:31
543038819,12729643,UN1217,2019-10-06 4:09:31
543038821,2541841,UN1218,2019-10-06 4:09:31
543038822,17080861,UN1219,2019-10-06 4:09:31
543038825,19201573,UN1221,2019-10-06 4:09:31
543038826,19865664,UN1221,2019-10-06 4:09:31
543038827,5056790,UN1221,2019-10-06 4:09:31
543038828,18953008,UN1222,2019-10-06 4:09:31
543038829,19336342,UN1222,2019-10-06 4:09:31
543038830,21731342,UN1224,2019-10-06 4:09:31
543038831,16560096,UN1225,2019-10-06 4:09:31
543038832,16848657,UN1225,2019-10-06 4:09:31
543038834,24401088,UN1227,2019-10-06 4:09:31
543038836,15635241,UN1229,2019-10-06 4:09:31
543038837,21952518,UN1229,2019-10-06 4:09:31
543038838,17125964,UN1230,2019-10-06 4:09:31
543038841,460723701,UN1230,2019-10-06 4:09:31
543038842,5056805,UN1230,2019-10-06 4:09:31
543038843,21167977,UN1231,2019-10-06 4:09:31
543038844,18744478,UN1232,2019-10-06 4:09:31
543038845,18880860,UN1232,2019-10-06 4:09:31
543038846,19163987,UN1232,2019-10-06 4:09:31
543038847,19183553,UN1232,2019-10-06 4:09:31
543038848,18493369,UN1233,2019-10-06 4:09:31
543038849,21113869,UN1233,2019-10-06 4:09:31
543038850,17126017,UN1235,2019-10-06 4:09:31
543038851,17640759,UN1235,2019-10-06 4:09:31
543038852,17645453,UN1235,2019-10-06 4:09:31
543038853,17016370,UN1236,2019-10-06 4:09:31
543038854,21114090,UN1236,2019-10-06 4:09:31
543038855,17629822,UN1237,2019-10-06 4:09:31
543038856,17629904,UN1237,2019-10-06 4:09:31
543038857,17640848,UN1237,2019-10-06 4:09:31
543038858,15420572,UN1239,2019-10-06 4:09:31
543038859,6384322,UN1239,2019-10-06 4:09:31
543038860,6633958,UN1239,2019-10-06 4:09:31
543038861,8574905,UN1239,2019-10-06 4:09:31
543038862,L0001361,UN1239,2019-10-06 4:09:31
543038863,L0001362,UN1239,2019-10-06 4:09:31
543038864,22111236,UN1240,2019-10-06 4:09:31
543038865,22110850,UN1242,2019-10-06 4:09:31
543038866,22111135,UN1243,2019-10-06 4:09:31
543038867,22311307,UN1244,2019-10-06 4:09:31
543038868,22311682,UN1245,2019-10-06 4:09:31
543038869,22311426,UN1246,2019-10-06 4:09:31
543038870,22311761,UN1247,2019-10-06 4:09:31
543038871,22311509,UN1248,2019-10-06 4:09:31
543038872,22111328,UN1249,2019-10-06 4:09:31
543038873,22312059,UN1249,2019-10-06 4:09:31
543038874,22311842,UN1250,2019-10-06 4:09:31
543038875,22311982,UN1251,2019-10-06 4:09:31
543038877,14697553,UN1252,2019-10-06 4:09:31
543038878,13014795,UN1253,2019-10-06 4:09:31
543038880,17611970,UN1254,2019-10-06 4:09:31
543038881,236965001,UN1254,2019-10-06 4:09:31
543038882,18450405,UN1255,2019-10-06 4:09:31
543038883,19415376,UN1256,2019-10-06 4:09:31
543038884,22109878,UN1257,2019-10-06 4:09:31
543038885,22109426,UN1258,2019-10-06 4:09:31
543038886,22411829,UN1259,2019-10-06 4:09:31
543038887,22110120,UN1260,2019-10-06 4:09:31
543038888,20147418,UN1261,2019-10-06 4:09:31
543038890,24213016,UN1261,2019-10-06 4:09:31
543038891,24856440,UN1261,2019-10-06 4:09:31
543038892,5056798,UN1261,2019-10-06 4:09:31
543038894,20144590,UN1263,2019-10-06 4:09:31
543038895,20144957,UN1263,2019-10-06 4:09:31
543038896,20157314,UN1263,2019-10-06 4:09:31
543038897,20157331,UN1263,2019-10-06 4:09:31
543038899,17983387,UN1264,2019-10-06 4:09:31
543038900,18106206,UN1264,2019-10-06 4:09:31
543038901,18112824,UN1264,2019-10-06 4:09:31
543038902,18322236,UN1264,2019-10-06 4:09:31
543038903,23083792,UN1264,2019-10-06 4:09:31
543038904,20764413,UN1266,2019-10-06 4:09:31
543038906,18337194,UN1269,2019-10-06 4:09:31
543038907,16885463,UN1270,2019-10-06 4:09:31
543038908,18352623,UN1270,2019-10-06 4:09:31
543038909,18162957,UN1274,2019-10-06 4:09:31
543038910,18163665,UN1274,2019-10-06 4:09:31
543038911,18202097,UN1274,2019-10-06 4:09:31
543038912,21158630,UN1275,2019-10-06 4:09:31
543038913,4242309,UN1275,2019-10-06 4:09:31
543038914,4881518,UN1275,2019-10-06 4:09:31
543038915,12453502,UN1277,2019-10-06 4:09:31
543038916,15420272,UN1277,2019-10-06 4:09:31
543038917,18128436,UN1277,2019-10-06 4:09:31
543038918,19231729,UN1277,2019-10-06 4:09:31
543038919,8017036,UN1277,2019-10-06 4:09:31
543038920,16534112,UN1279,2019-10-06 4:09:31
543038921,18464034,UN1279,2019-10-06 4:09:31
543038922,19105012,UN1279,2019-10-06 4:09:31
543038927,BV-DIRECT SHANTI,UN1280,2019-10-06 4:09:31
543038933,15455215,UN1284,2019-10-06 4:09:31
543038935,15455787,UN1285,2019-10-06 4:09:31
543038936,12663240,UN1287,2019-10-06 4:09:31
543038937,12663801,UN1287,2019-10-06 4:09:31
543038938,18317840,UN1287,2019-10-06 4:09:31
543038939,6453477,UN1287,2019-10-06 4:09:31
543038940,6659736,UN1287,2019-10-06 4:09:31
543038941,20220082,UN1288,2019-10-06 4:09:31
543038942,20624882,UN1289,2019-10-06 4:09:31
543038943,18619564,UN1290,2019-10-06 4:09:31
543038944,18865450,UN1291,2019-10-06 4:09:31
543038945,18865974,UN1291,2019-10-06 4:09:31
543038946,20791106,UN1291,2019-10-06 4:09:31
543038947,20973090,UN1292,2019-10-06 4:09:31
543038948,20483631,UN1293,2019-10-06 4:09:31
543038954,18163630,UN1298,2019-10-06 4:09:31
543038955,19626478,UN1298,2019-10-06 4:09:31
543038956,20128213,UN1300,2019-10-06 4:09:31
543038957,21462523,UN1301,2019-10-06 4:09:31
543038958,20751470,UN1302,2019-10-06 4:09:31
543038959,14676547,UN1303,2019-10-06 4:09:31
543038960,6005225,UN1303,2019-10-06 4:09:31
543038961,6263929,UN1303,2019-10-06 4:09:31
543038962,21221508,UN1304,2019-10-06 4:09:31
543038963,19492571,UN1305,2019-10-06 4:09:31
543038964,20103412,UN1305,2019-10-06 4:09:31
543038965,20106463,UN1305,2019-10-06 4:09:31
543038966,21440798,UN1306,2019-10-06 4:09:31
543038967,21462146,UN1307,2019-10-06 4:09:31
543038968,17125082,UN1312,2019-10-06 4:09:31
543038969,22708265,UN1313,2019-10-06 4:09:31
543038970,22656456,UN1314,2019-10-06 4:09:31
543038971,22666192,UN1314,2019-10-06 4:09:31
543038972,22642355,UN1315,2019-10-06 4:09:31
543038973,22664943,UN1315,2019-10-06 4:09:31
543038974,22641531,UN1316,2019-10-06 4:09:31
543038975,22663631,UN1317,2019-10-06 4:09:31
543038976,22707085,UN1317,2019-10-06 4:09:31
543038977,L0000391,UN1318,2019-10-06 4:09:31
543038978,22707250,UN1320,2019-10-06 4:09:31
543038981,17850906,UN1322,2019-10-06 4:09:31
543038982,18099393,UN1322,2019-10-06 4:09:31
543038985,17291690,UN1323,2019-10-06 4:09:31
543038986,17850780,UN1323,2019-10-06 4:09:31
543038987,20059985,UN1323,2019-10-06 4:09:31
543038988,17612918,UN1324,2019-10-06 4:09:31
543038990,17897007,UN1324,2019-10-06 4:09:31
543038991,20060082,UN1324,2019-10-06 4:09:31
543038992,17450121,UN1325,2019-10-06 4:09:31
543038994,20060044,UN1326,2019-10-06 4:09:31
543038996,17516891,UN1328,2019-10-06 4:09:31
543038997,17593023,UN1328,2019-10-06 4:09:31
543038999,17850985,UN1329,2019-10-06 4:09:31
543039000,21030088,UN1333,2019-10-06 4:09:31
543039001,21031279,UN1334,2019-10-06 4:09:31
543039003,25202245,UN1335,2019-10-06 4:09:31
543039007,22471367,UN1343,2019-10-06 4:09:31
543039008,22445414,UN1344,2019-10-06 4:09:31
543039009,22591136,UN1345,2019-10-06 4:09:31
543039010,22474498,UN1347,2019-10-06 4:09:31
543039011,22543760,UN1348,2019-10-06 4:09:31
543039013,24740941,UN1349,2019-10-06 4:09:31
543039014,372128101,UN1349,2019-10-06 4:09:31
543039015,22556977,UN1350,2019-10-06 4:09:31
543039016,22557896,UN1352,2019-10-06 4:09:31
543039017,22604207,UN1354,2019-10-06 4:09:31
543039018,25143239,UN1354,2019-10-06 4:09:31
543039021,22603471,UN1356,2019-10-06 4:09:31
543039022,22617771,UN1357,2019-10-06 4:09:31
543039023,22667167,UN1358,2019-10-06 4:09:31
543039024,22675178,UN1358,2019-10-06 4:09:31
543039032,22754921,UN1367,2019-10-06 4:09:31
543039040,14749281,UN1375,2019-10-06 4:09:31
543039041,22975137,UN1375,2019-10-06 4:09:31
543039042,22975384,UN1376,2019-10-06 4:09:31
543039043,22973374,UN1377,2019-10-06 4:09:31
543039044,22973136,UN1378,2019-10-06 4:09:31
543039049,23029152,UN1391,2019-10-06 4:09:31
543039050,23259938,UN1392,2019-10-06 4:09:31
543039051,21415936,UN1393,2019-10-06 4:09:31
543039052,23298207,UN1394,2019-10-06 4:09:31
543039053,23303129,UN1394,2019-10-06 4:09:31
543039056,3706959,UN1395,2019-10-06 4:09:31
543039057,370695903,UN1395,2019-10-06 4:09:31
543039060,370695901,UN1396,2019-10-06 4:09:31
543039063,370695904,UN1397,2019-10-06 4:09:31
543039064,4935149,UN1397,2019-10-06 4:09:31
543039066,370695905,UN1398,2019-10-06 4:09:31
543039067,4935143,UN1398,2019-10-06 4:09:31
543039069,370695902,UN1399,2019-10-06 4:09:31
543039070,4935148,UN1399,2019-10-06 4:09:31
543039072,370695906,UN1400,2019-10-06 4:09:31
543039076,370695907,UN1401,2019-10-06 4:09:31
543039077,23526678,UN1404,2019-10-06 4:09:31
543039078,25212852,UN1404,2019-10-06 4:09:31
543039079,23550294,UN1405,2019-10-06 4:09:31
543039080,24044838,UN1405,2019-10-06 4:09:31
543039081,25380495,UN1405,2019-10-06 4:09:31
543039082,23526747,UN1406,2019-10-06 4:09:31
543039083,23526408,UN1408,2019-10-06 4:09:31
543039084,25141331,UN1408,2019-10-06 4:09:31
543039085,23514338,UN1411,2019-10-06 4:09:31
543039086,23515149,UN1412,2019-10-06 4:09:31
543039087,23514732,UN1413,2019-10-06 4:09:31
543039088,23514902,UN1413,2019-10-06 4:09:31
543039089,23791137,UN1416,2019-10-06 4:09:31
543039090,23360874,UN1417,2019-10-06 4:09:31
543039091,23515617,UN1417,2019-10-06 4:09:31
543039092,23515703,UN1420,2019-10-06 4:09:31
543039093,23443609,UN1421,2019-10-06 4:09:31
543039094,23515622,UN1423,2019-10-06 4:09:31
543039095,23516512,UN1423,2019-10-06 4:09:31
543039096,25266790,UN1424,2019-10-06 4:09:31
543039097,23843588,UN1425,2019-10-06 4:09:31
543039098,24165081,UN1426,2019-10-06 4:09:31
543039099,27967488,UN1431,2019-10-06 4:09:31
543039100,24433905,UN1432,2019-10-06 4:09:31
543039101,24458967,UN1433,2019-10-06 4:09:31
543039102,23774094,UN1436,2019-10-06 4:09:31
543039103,24032611,UN1436,2019-10-06 4:09:31
543039104,23257357,UN1437,2019-10-06 4:09:31
543039105,25175114,UN1440,2019-10-06 4:09:31
543039106,25040736,UN1441,2019-10-06 4:09:31
543039107,25215454,UN1442,2019-10-06 4:09:31
543039108,23422266,UN1448,2019-10-06 4:09:31
543039109,24023484,UN1449,2019-10-06 4:09:31
543039110,24378776,UN1450,2019-10-06 4:09:31
543039113,23812922,UN1458,2019-10-06 4:09:31
543039115,25819102,UN1459,2019-10-06 4:09:31
543039117,24139977,UN1460,2019-10-06 4:09:31
543039120,23965415,UN1462,2019-10-06 4:09:31
543039122,23653430,UN1463,2019-10-06 4:09:31
543039123,23689917,UN1464,2019-10-06 4:09:31
543039124,23691322,UN1465,2019-10-06 4:09:31
543039125,24341907,UN1466,2019-10-06 4:09:31
543039126,23966336,UN1471,2019-10-06 4:09:31
543039127,24044996,UN1471,2019-10-06 4:09:31
543039128,487649401,UN1471,2019-10-06 4:09:31
543039129,24414842,UN1472,2019-10-06 4:09:31
543039130,24455345,UN1473,2019-10-06 4:09:31
543039131,23754345,UN1474,2019-10-06 4:09:31
543039132,24561700,UN1475,2019-10-06 4:09:31
543039133,24109066,UN1476,2019-10-06 4:09:31
543039146,24106994,UN1492,2019-10-06 4:09:31
543039148,24499521,UN1496,2019-10-06 4:09:31
543039149,24480668,UN1497,2019-10-06 4:09:31
543039150,24123816,UN1498,2019-10-06 4:09:31
543039151,28615820,UN1498,2019-10-06 4:09:31
543039152,24435577,UN1507,2019-10-06 4:09:31
543039153,24142013,UN1508,2019-10-06 4:09:31
543039155,24679834,UN1515,2019-10-06 4:09:31
543039157,373699801,UN1518,2019-10-06 4:09:31
543039158,373699802,UN1519,2019-10-06 4:09:31
543039161,373699803,UN1520,2019-10-06 4:09:31
543039162,373699804,UN1521,2019-10-06 4:09:31
543039164,373699805,UN1522,2019-10-06 4:09:31
543039168,24527740,UN1539,2019-10-06 4:09:31
543039171,25061864,UN1540,2019-10-06 4:09:31
543039177,24761294,UN1561,2019-10-06 4:09:31
543039178,24783171,UN1562,2019-10-06 4:09:31
543039180,25140354,UN1564,2019-10-06 4:09:31
543039181,30574344,UN1564,2019-10-06 4:09:31
543039186,24995598,UN1568,2019-10-06 4:09:31
543039187,24946538,UN1570,2019-10-06 4:09:31
543039188,24835754,UN1571,2019-10-06 4:09:31
543039189,24999383,UN1573,2019-10-06 4:09:31
543039190,25952725,UN1574,2019-10-06 4:09:31
543039191,24997721,UN1576,2019-10-06 4:09:31
543039192,26067887,UN1577,2019-10-06 4:09:31
543039193,24970948,UN1580,2019-10-06 4:09:31
543039194,25273864,UN1580,2019-10-06 4:09:31
543039195,24951752,UN1581,2019-10-06 4:09:31
543039196,25086299,UN1583,2019-10-06 4:09:31
543039197,25085671,UN1584,2019-10-06 4:09:31
543039198,25057156,UN1585,2019-10-06 4:09:31
543039199,26817446,UN1585,2019-10-06 4:09:31
543039200,26999464,UN1585,2019-10-06 4:09:31
543039201,25325468,UN1588,2019-10-06 4:09:31
543039203,29323178,UN1591,2019-10-06 4:09:31
543039204,29323638,UN1592,2019-10-06 4:09:31
543039205,23956501,UN1594,2019-10-06 4:09:31
543039206,25406053,UN1595,2019-10-06 4:09:31
543039207,25460089,UN1596,2019-10-06 4:09:31
543039208,25381571,UN1597,2019-10-06 4:09:31
543039211,25952557,UN1599,2019-10-06 4:09:31
543039212,405538501,UN1599,2019-10-06 4:09:31
543039213,26481412,UN1600,2019-10-06 4:09:31
543039214,25956594,UN1604,2019-10-06 4:09:31
543039215,25847119,UN1608,2019-10-06 4:09:31
543039217,374507304,UN1609,2019-10-06 4:09:31
543039222,374507301,UN1613,2019-10-06 4:09:31
543039224,26208793,UN1615,2019-10-06 4:09:31
543039225,25894515,UN1619,2019-10-06 4:09:31
543039226,26172958,UN1622,2019-10-06 4:09:31
543039228,374507305,UN1623,2019-10-06 4:09:31
543039229,28920190,UN1625,2019-10-06 4:09:31
543039230,25895450,UN1628,2019-10-06 4:09:31
543039231,25950297,UN1629,2019-10-06 4:09:31
543039234,26088308,UN1633,2019-10-06 4:09:31
543039237,3787471,UN1636,2019-10-06 4:09:31
543039238,378747101,UN1636,2019-10-06 4:09:31
543039240,378747102,UN1637,2019-10-06 4:09:31
543039242,378747103,UN1638,2019-10-06 4:09:31
543039246,26374872,UN1642,2019-10-06 4:09:31
543039248,3787411,UN1647,2019-10-06 4:09:31
543039249,378741101,UN1647,2019-10-06 4:09:31
543039251,378741102,UN1648,2019-10-06 4:09:31
543039254,378741103,UN1651,2019-10-06 4:09:31
543039255,26458712,UN1652,2019-10-06 4:09:31
543039256,26818250,UN1653,2019-10-06 4:09:31
543039257,27211363,UN1654,2019-10-06 4:09:31
543039258,26545661,UN1669,2019-10-06 4:09:31
543039260,27140094,UN1672,2019-10-06 4:09:31
543039262,27206196,UN1673,2019-10-06 4:09:31
543039265,27119212,UN1678,2019-10-06 4:09:31
543039266,27173696,UN1679,2019-10-06 4:09:31
543039267,31106718,UN1681,2019-10-06 4:09:31
543039268,31076192,UN1682,2019-10-06 4:09:31
543039269,31077470,UN1683,2019-10-06 4:09:31
543039270,31575304,UN1684,2019-10-06 4:09:31
543039271,27411350,UN1685,2019-10-06 4:09:31
543039272,27511752,UN1685,2019-10-06 4:09:31
543039273,27742187,UN1686,2019-10-06 4:09:31
543039274,32075571,UN1686,2019-10-06 4:09:31
543039275,27584286,UN1687,2019-10-06 4:09:31
543039276,31002868,UN1687,2019-10-06 4:09:31
543039277,31046790,UN1688,2019-10-06 4:09:31
543039278,31602832,UN1689,2019-10-06 4:09:31
543039279,27408633,UN1690,2019-10-06 4:09:31
543039281,414379601,UN1690,2019-10-06 4:09:31
